ID,Target_Al,Target_B,Target_Ca,Target_Cu,Target_Fe,Target_K,Target_Mg,Target_Mn,Target_N,Target_Na,Target_P,Target_S,Target_Zn
04O0LN,678.0764670833793,0.0,654.5320607295988,1.513173974268055,138.09606833177617,51.277604232526514,128.82732291050613,130.91686228109907,0.7735665669779764,0.0,0.0,0.0,0.0
04O63K,828.4140588326941,0.0,993.4612892367567,1.800452100801644,156.4434443505633,114.31779047705342,238.8042930325608,141.1901323819028,0.7872114853664711,0.0,0.0,0.0,0.0
05BHYW,529.057238993106,0.0,618.8151572018943,0.8401676950631488,99.25763350197121,50.485048605748666,97.54145283221239,102.60569206934389,0.7482741582828705,0.0,0.0,0.0,0.0
05IA12,634.7369898647793,0.0,481.7075070846383,2.715399342500769,124.34691631724357,124.051526019475,209.15918234761963,172.57028698622685,0.9984357631238983,0.0,0.0,0.0,0.0
05OLS7,989.99705576584,0.0,1147.4685871294453,2.436178484063102,105.75422326708127,265.1628191160324,336.19281692293225,103.51598136515878,0.8427462453755922,0.0,0.0,0.0,0.0
05QMLZ,857.4490120847565,0.0,1213.8561668475227,3.2104312707203073,111.48923537373065,138.14873571840693,390.03285648386134,146.56690924156777,0.7757472431543321,0.0,0.0,0.0,0.0
062F9Y,844.5962526711614,0.0,1217.2213199520602,1.877848890207983,101.89243781374444,288.2780611056845,294.2915187615141,117.08973012980643,0.9558671887332705,0.0,0.0,0.0,0.0
067PDH,713.0233666615565,0.0,781.3492900853845,2.0596004167572475,101.744318837545,141.5545630658914,197.95894459765094,143.57959060668912,0.7358023573896127,0.0,0.0,0.0,0.0
06L878,584.3650942333638,0.0,807.424635464098,1.29562645176754,113.05382888077612,172.48956691579906,194.52375852147276,111.41836148783445,0.6604758669662923,0.0,0.0,0.0,0.0
06M3V9,573.3582101458798,0.0,745.5098659812,0.7919675350528561,105.81669383987213,118.23039201279119,144.0184894461986,90.4683192658908,0.7366274528043968,0.0,0.0,0.0,0.0
06V5QG,753.1966149018086,0.0,1070.8399898242005,2.24909066547549,133.47965519039693,218.12863772129188,381.1975871818017,117.46626042652657,0.7502517222998102,0.0,0.0,0.0,0.0
06Z8SH,840.0092875633889,0.0,1086.6999529013551,3.270189848438413,90.86775455580464,281.62417811504855,333.6187500279113,182.27418615394652,0.7989552804998983,0.0,0.0,0.0,0.0
073P5U,1014.5600101633987,0.0,697.9190050417249,2.1677474348697445,89.0496999979777,213.25503170105137,163.76769927586002,106.98489031368818,0.8263303662947493,0.0,0.0,0.0,0.0
07PSF6,563.567505835725,0.0,923.8208313238036,0.8256666931856549,108.2449759390356,118.27409370324658,166.91844421513707,74.7067821405888,0.7439732025752455,0.0,0.0,0.0,0.0
0868W8,904.7463219030143,0.0,1060.1153539705952,2.225727980151054,88.21052669931981,423.03179036337366,318.9202632878283,125.10435449865152,0.8290626083885477,0.0,0.0,0.0,0.0
08LJA7,724.8835565939803,0.0,951.556833134814,2.0227448082018396,115.86335980490816,97.46356105036958,206.15041329387438,174.78460852275407,0.9430572707907778,0.0,0.0,0.0,0.0
08LQ4R,655.0916206657636,0.0,1169.4896164988138,1.593458275971852,112.81164434251379,167.22783211632486,265.5262117763824,101.30408515780272,0.6979128205687734,0.0,0.0,0.0,0.0
08V14T,703.8532467125134,0.0,699.5199396674934,1.4891314274633198,142.99725984082792,149.85116312278348,222.55382569963652,114.486516138806,0.7907998284619183,0.0,0.0,0.0,0.0
08WBXU,551.7668400159519,0.0418022070061867,659.4876868199452,0.9492018462255304,138.37134620608623,70.90509792949594,139.73336637986154,70.24339862909613,0.5687759441000051,33.19609928938073,6.295333062906091,6.463993335569072,1.4627062663402608
08X4G4,721.1677520027947,0.2621106257525606,1689.6119822316605,2.2760856016384103,116.91596560128409,318.24048579958156,337.1526777254271,131.03067599883892,0.8708473921844925,43.03302331777031,12.089711779574401,10.389886344157345,1.612595072075565
094ZRF,625.2219454887164,0.0,1172.1212106790508,1.6352435887154746,107.74482989660454,114.74357622221198,215.51641011234076,151.58722573321404,0.7513091455040211,0.0,0.0,0.0,0.0
09E3YB,713.1146521406716,0.26996290158023223,2500.5947267861525,2.6567798749793643,110.36002352794674,426.8978057816848,469.30988357809656,131.86958045265908,0.907716697429014,44.819214228424364,11.851024568793923,10.664138200464295,1.6128291480276697
09FP67,434.9247833289534,0.0,2301.0344044785234,2.2478512077447244,66.19396533535036,320.8883820038647,339.5620231346829,117.68790249066976,0.6794330965460317,0.0,0.0,0.0,0.0
09ZXAD,631.1778232109383,0.0,916.5796234579032,1.7525210705678644,110.09179424580535,110.9836058791543,193.07721245521935,161.67438737769405,0.7531808833814508,0.0,0.0,0.0,0.0
0A77Z4,862.5858406294185,0.0,1010.673622435397,2.126823281969048,121.58472448845944,271.24495951930965,341.0222700721538,99.55793915275349,0.7576675062861739,0.0,0.0,0.0,0.0
0A8QFF,610.1840097264928,0.0,1060.605158925253,1.425844994280845,201.91372459466174,94.49766971047521,189.8482822793303,122.89189840093395,0.8600749030659838,0.0,0.0,0.0,0.0
0AB39E,625.0529247796089,0.0,862.6074818108655,1.3650868897340045,144.57483284860012,101.30868548027472,192.55195359738374,155.95939946173124,0.7916423668128915,0.0,0.0,0.0,0.0
0AE5M3,1076.2186625823451,0.0,860.3942212490635,2.6421171466003854,116.64043940762875,169.41478655659566,211.18950876575602,163.8483720785957,0.7904445885896545,0.0,0.0,0.0,0.0
0AI4II,784.5578562211502,0.2695192029734813,2573.299872046316,3.208926408848209,115.9851146919284,492.2707750748603,529.8126170332513,141.77066087332958,1.008868742955833,43.91619668292917,11.24952516867938,11.165326742528112,1.6308299748647335
0AJSMC,807.0980207677964,0.0,536.5832776250938,1.6847442910548,97.27460389562034,235.51787536001567,155.2211728579711,117.77808663695508,0.7659484984658791,0.0,0.0,0.0,0.0
0ASDN8,700.0909001841671,0.26538208825239584,2211.1291124738254,2.5273916956907385,120.79028616277394,388.20208175489574,421.44391836249423,130.41921022380808,0.9647710277724878,43.121810738113474,11.917965709761424,10.467065320257515,1.642761970394725
0B4EA4,762.372122271906,0.0,1914.6333640705664,2.3618005479643767,104.34887420575922,371.064577939832,392.57194703199644,112.35337637003283,0.796861087376942,0.0,0.0,0.0,0.0
0B4Q7W,1065.1106416698408,0.0,565.1240332896909,2.273217392708004,96.81070177586739,107.10064751703156,142.45042217239524,102.43660707982417,0.8052899173248372,0.0,0.0,0.0,0.0
0BCUXG,1095.8266940385506,0.0,424.4336522418246,5.167460303185073,100.08733311774581,114.628040442875,107.19235803310416,61.904971733627086,0.7786118860215756,0.0,0.0,0.0,0.0
0BIRV0,639.5455395655937,0.0,883.3797560052888,1.6897914169940902,108.61611179624022,168.3178529931151,237.9898635983192,96.36086777198055,0.716428249644339,0.0,0.0,0.0,0.0
0BKDKT,639.3629956848125,0.0,785.5556022587497,1.6655505979273824,112.00644006047078,174.44430603137477,206.68372275340013,105.85219143621576,0.6940432515935551,0.0,0.0,0.0,0.0
0BNNYU,672.4329443218729,0.0,855.8082407169829,1.2321969622010578,162.23872258036712,78.37318733180066,146.25917036077212,105.10774193363814,0.7881226142535072,0.0,0.0,0.0,0.0
0BYFA1,599.3346721641318,0.0,766.3997497389308,1.4675261951921574,111.506985157239,151.34686085067187,176.89250241156273,113.4211299666381,0.698043651905718,0.0,0.0,0.0,0.0
0CB90O,713.0216803555907,0.26932846734263627,2507.937400328212,2.661476900269783,113.25516872220705,427.34946776572576,462.6998094451671,130.21784160026746,0.9236951115512735,44.69512322024586,11.807543570708889,10.67230901471552,1.6206275087788728
0CFK4L,1141.7902726769505,0.0,951.763370847288,2.7571759121691906,88.65566171751587,207.79991165002514,229.30846850356002,193.41621200787154,0.8517160072034997,0.0,0.0,0.0,0.0
0CIDG1,948.3047532530001,0.0,826.9534553673797,2.4446478193185497,87.86160225961373,305.26084817120676,272.58914907011365,124.25220887792523,0.781026702433669,0.0,0.0,0.0,0.0
0CJON7,713.1884395821627,0.0,1109.372861612101,2.4991216888839625,104.16977793958279,118.84098490898103,255.12757617549175,200.49536031423622,0.9494094456555132,0.0,0.0,0.0,0.0
0CLCET,909.6213027209327,0.0,1106.4411379738997,3.035335698890568,98.94522653204814,356.51760556794045,310.0246802273105,198.42118302818884,0.8754689880395442,0.0,0.0,0.0,0.0
0CP0OK,608.7500927627475,0.0,1065.5355119151984,1.7024471601360232,104.22931707306175,192.4593817351881,259.2292721459989,106.8169952183372,0.7245965551564281,0.0,0.0,0.0,0.0
0DIYBO,684.8550937349719,0.0,783.6269360689142,1.5730806809839708,90.52395921752176,80.95624540191046,167.56745721729905,157.3098008407708,0.8375966904489954,0.0,0.0,0.0,0.0
0DKAMS,609.5626832210866,0.0,1050.5852527336635,1.017650838099831,123.80204639498605,145.66033282719403,160.92453785185597,98.92630334618379,0.8159327192001747,0.0,0.0,0.0,0.0
0DTGTV,780.6017509434394,0.0,1177.65208430191,2.693703274624747,120.5481440570136,212.86128018895394,418.68112113553417,111.73101045932412,0.7761133099761545,0.0,0.0,0.0,0.0
0DUN4K,768.6083904125665,0.2722544334796866,2587.0105723301326,3.121417887291741,118.90517308071914,487.51905878668697,518.2699040873343,133.66762531061985,1.0395623039048343,43.46562752250884,11.409938315917742,11.052095678437956,1.6422928211526449
0E1DHD,1114.3570704981635,0.0,778.4022091318709,1.976234201839036,126.48252912028698,143.09649237615335,203.09821940465238,97.31623512985443,1.0413219274301224,0.0,0.0,0.0,0.0
0EHVGK,859.4663715544834,0.0,912.2404739312577,1.5745544150432353,108.21508713216144,189.13534693212796,241.14118167500018,84.17214062386289,0.7439750140788011,0.0,0.0,0.0,0.0
0ETX09,908.3935000969547,0.0,968.852857562587,2.3051268096811324,90.30350077412422,414.49798848984443,315.4774196727547,122.71396215257685,0.8179770049380591,0.0,0.0,0.0,0.0
0FJZZJ,628.5697778139005,0.0,849.3911887719626,1.1245298766014693,115.15150771612082,124.98623171303203,169.72465757652458,85.35326246137745,0.7146530065202186,0.0,0.0,0.0,0.0
0FU788,779.0520695163262,0.0,1100.5184021232717,2.8703464555359637,107.03391841126455,292.0167555068447,346.62334617892054,193.3099617011486,0.9226081046496347,0.0,0.0,0.0,0.0
0FY493,570.0110091594371,0.0,901.5000772402727,1.5887048388765708,104.23524143126188,172.4894323622718,222.4133659024752,99.55342642522649,0.7308035478852828,0.0,0.0,0.0,0.0
0G56QV,645.6057677851318,0.0,872.451373071087,1.6672930373128527,114.1018069423906,118.65215920691531,186.20470790678047,153.34649882571333,0.7486089551890978,0.0,0.0,0.0,0.0
0G6AL4,999.5508818062499,0.0,806.8268535389423,2.151746097284896,119.68724414440558,192.71933261876933,276.47190229373706,109.574052154512,0.7758924863848985,0.0,0.0,0.0,0.0
0G93WK,638.0179289225468,0.0,778.7408516838163,1.2505923109780832,80.75423047574537,216.434825734786,148.77502157316584,140.527602862476,0.6836865292380421,0.0,0.0,0.0,0.0
0GHZYJ,806.3864590815973,0.0,1465.242603732115,2.3711170382427795,104.31465454034105,325.08257342537485,383.0024358413976,131.58358435332272,0.7627516244486409,0.0,0.0,0.0,0.0
0GYDUH,538.3985168036239,0.0,1718.352459817854,0.9734047102167687,131.7133682359463,121.3237381790336,219.86456278652,89.56376266035524,0.788285003979237,0.0,0.0,0.0,0.0
0GZ6HU,709.8060049860962,0.26964857437208334,2534.2786935287168,2.662619618253918,111.17519016954724,426.73693397371017,465.49411515922816,130.4029618641152,0.9155430955605797,44.573169920568766,11.838307049435448,10.60449749138653,1.6154018471186231
0HF20T,644.1684443044143,0.0,929.0926187356769,1.3989035501063993,105.1736974034032,171.1192208774215,227.26398707419307,88.436843845819,0.7106498111279584,0.0,0.0,0.0,0.0
0HT918,704.3388415717283,0.0,964.3233906762302,1.8755855416482048,88.11184055414519,282.8035712765657,239.33116444215736,132.12874105783465,0.746365360988483,0.0,0.0,0.0,0.0
0HTBGI,695.3996672365734,0.0,1423.764213645831,2.244198016486319,114.53317863245185,204.69450029350628,341.9848352392856,119.79602920268755,0.780699785860008,0.0,0.0,0.0,0.0
0HVJRL,711.0564228636125,0.2699906530922902,2539.103636213871,2.6527756580202886,109.28847476374273,424.21695920099137,468.9567981298328,132.64927148005313,0.9012611471290343,44.761749526961445,11.845654766247279,10.634127703067636,1.6126674741935372
0I11KI,764.7880391681015,0.0,587.507708689345,1.4740710096914384,94.35843217384851,186.08616645056443,144.54952063401993,114.80633711806198,0.7224242384095834,0.0,0.0,0.0,0.0
0I6QEN,710.4252914003773,0.26950341569965397,2522.2291328100464,2.6537163902067555,110.94040752157231,426.3358231225095,466.951283556315,130.8297039767313,0.9140903450180866,44.56509066823943,11.838307049435448,10.620763536205805,1.613416481808622
0I8I99,921.0712333587824,0.0,614.90670401493,1.7736736017105041,111.36956726943643,148.9312138299708,144.1161086556929,144.6895641043757,0.8341909803202274,0.0,0.0,0.0,0.0
0IHJZF,744.7412102086029,0.2677302842611504,2122.234783374731,2.81957158364762,132.52419043513555,389.53606533174116,454.9151994108139,135.247141321456,1.0305515742202667,42.59174234042522,11.452473795885268,10.958926580998888,1.6593990064584894
0IK1AD,831.4490943239578,0.0,1465.5670698771664,2.9322522967455495,136.17131937122457,155.71890239019135,436.8464917943554,175.05841309970597,1.1109629097816354,0.0,0.0,0.0,0.0
0IOUS1,751.3702057692631,0.0,1548.8207027110418,2.384439660569608,108.30541283336586,285.8962483977916,388.33756331597624,122.00569921386256,0.736065115406704,0.0,0.0,0.0,0.0
0J23JS,348.5896827019508,0.0,2872.4919396333735,2.2583083803118242,60.382893356627704,335.8070534467961,331.1147397513215,111.08643466811183,0.6259516135449331,0.0,0.0,0.0,0.0
0JSEE7,980.9138052356532,0.0,1137.7358648844827,2.4178228047476233,124.6458245794475,136.44901166410642,271.50899532673174,96.06933782803375,0.7954651249098548,0.0,0.0,0.0,0.0
0JU1FI,687.0017112421909,0.0,832.0215168066019,1.8068785228598458,106.24304713457619,91.8137635500273,190.291645378263,168.67720903987347,0.8961144960360738,0.0,0.0,0.0,0.0
0K1JRS,694.6541361029563,0.0,903.3978131622315,1.234156363367511,143.75236579371418,78.0280588475636,143.73885671996018,129.37236882564105,0.7694412529407837,0.0,0.0,0.0,0.0
0KC86A,1124.0811303709431,0.0,1734.743369652559,2.661025846032823,104.93170127803546,203.29565698516944,352.17127058075926,121.90539579818214,1.0326116564831895,0.0,0.0,0.0,0.0
0KH0RN,715.5325501948204,0.0,1728.992286715433,2.739449082510187,157.80097414726794,344.43931763088824,527.1937272060209,111.3017998499407,0.8497379672180833,0.0,0.0,0.0,0.0
0KHNF8,783.3429552716444,0.0,1055.1936092284368,2.3708047725544326,114.71197167505863,232.4827787040349,249.03701705266954,133.33891219859197,0.9030456296747001,0.0,0.0,0.0,0.0
0LGGWN,716.0848575268401,0.0,971.5209421495271,1.7932312196021216,137.3610123195003,246.46323070520785,274.6144114671637,113.73797597467774,0.7635654232355256,0.0,0.0,0.0,0.0
0LIPBQ,884.4821000788241,0.0,5014.10474859078,3.8687196509655353,153.58275851210448,319.8637660168032,1478.8693489489658,118.37354214670147,1.0038589460086038,0.0,0.0,0.0,0.0
0LQQM6,753.1562008641096,0.0,693.6658791468292,1.90238392484517,89.03302841939393,122.42530713606895,153.68676747996113,121.49246299883778,0.7287491639334529,0.0,0.0,0.0,0.0
0LS62V,748.5044215531227,0.0,913.1438298090302,1.4165046947383446,139.7581344500176,75.82586528161706,133.98873916092,141.2636944377114,0.8019505684708492,0.0,0.0,0.0,0.0
0MCGR1,620.8411078988754,0.0,902.1991675386562,2.2848752624465236,123.49041209722027,222.15012770267953,271.94648068974925,127.20534258260307,0.8073310126020219,0.0,0.0,0.0,0.0
0MLWL7,709.1698302139419,0.26977964827526835,2554.830682501428,2.673571203407298,109.78354475965797,429.52803095193457,469.6111771661589,131.54774902675547,0.9095532937269798,44.724861282852,11.827764767317394,10.598820815443846,1.61306057467473
0MOHDL,591.204190624721,0.0,898.6856893153406,1.526719162323527,104.54096283591078,168.01720701890713,228.3931211409486,90.20163473216935,0.7079462146734709,0.0,0.0,0.0,0.0
0MQXR3,706.284199428939,0.0,4924.7714449387195,4.194325906964385,72.55130926471767,624.828413365346,1250.0514848759228,156.6592502099322,0.9412586847566933,0.0,0.0,0.0,0.0
0N1BN4,687.1693907666977,0.0,681.0685208324355,1.4597710791051914,126.38403651323098,160.26918348015147,191.76426122931863,109.74622897516831,0.7279781079321722,0.0,0.0,0.0,0.0
0N8NH6,611.2173120582136,0.0,973.800529076352,1.7473533388769555,113.82996117061806,209.9782124821707,255.81694139482212,105.89781896161863,0.7030823811300609,0.0,0.0,0.0,0.0
0NA3NE,643.4673662840738,0.0,898.6293326788228,1.4787386422575233,104.41803943364302,190.8077571336251,227.34326736682803,92.17747686142586,0.700039549702305,0.0,0.0,0.0,0.0
0OD1UX,803.5118286900635,0.0,561.0106081277228,1.626644371774581,89.3586656909142,188.98199335212877,136.73963931618766,114.86158719602733,0.7391750663230198,0.0,0.0,0.0,0.0
0OH2DB,795.6903126307328,0.2702845921164616,2601.02189241629,3.279337214602495,114.55369235850996,494.5861602073422,533.7270258039449,145.23505765909317,0.9859268434123778,44.6301333296502,11.23180568861129,11.22012046865328,1.625413323212735
0OL9DX,795.0013934825485,0.2700249642785665,2649.866775098213,3.2550425487670247,114.706769386493,514.1035424200217,531.0281843836888,144.8028733096661,0.9840100609187341,44.659422621149496,11.295587602243254,11.204047741762224,1.6228134533582446
0P9NZY,723.1250077194048,0.2616781136951081,1679.339591563668,2.2747245856856884,117.63193594245988,317.58770481809995,337.03068179434973,130.6198453162408,0.8718289788875312,42.96301961050517,12.066023017801893,10.351503185107648,1.6134322445445244
0PRS35,873.4901457076477,0.0,1086.7833215315272,1.7510107812248579,139.49310435152088,150.25353706478333,264.04831287621244,124.78929059235968,0.7795610141273484,0.0,0.0,0.0,0.0
0QCO9S,861.6016546028194,0.0,1336.102477206593,2.262512953064356,117.63332619107095,282.5801543212956,294.71316678090426,114.22061641165445,1.117979453847535,0.0,0.0,0.0,0.0
0RBT5J,851.1008247868306,0.0,1629.4168700872726,3.1065576201967513,113.44790058481314,183.5273353581709,447.01991433383097,181.6491885656202,1.003701794026653,0.0,0.0,0.0,0.0
0RCZTV,711.627344818356,0.2692486344170301,2503.597578178676,2.6449638923509133,111.34848133705115,426.86186065667096,466.4084652688339,130.27683509832804,0.9209897254851389,44.688829282024635,11.837437297608686,10.641698086945754,1.6186119803518124
0RHM2F,820.2837715286361,0.0,649.7106758690306,1.4910822968112247,109.13644524442539,153.77451510575995,154.37492818980374,81.63512053625472,0.783495677969046,0.0,0.0,0.0,0.0
0ROCS3,804.8176782047818,0.0,540.3139379544266,1.833347937683694,79.49206812432782,157.33375762627583,134.0959931121078,113.01775286952906,0.727606002905969,0.0,0.0,0.0,0.0
0RPNMT,650.541976785111,0.0,663.6760965141709,1.8500799775023478,161.0291696025495,50.69262870514503,118.06705933632614,129.3523192914254,0.8430389991419949,0.0,0.0,0.0,0.0
0RSFU7,664.1394694194979,0.0,2772.5602844348386,2.7296796766665494,72.25987333256438,547.2205038755217,658.3716651371407,168.14403473097047,0.6825148978284488,0.0,0.0,0.0,0.0
0RTBEP,696.2255315356184,0.0,2132.57987405751,2.409976698506234,83.81243019767226,475.86352474540115,445.8917844118428,148.82630140765073,0.7228749980167097,0.0,0.0,0.0,0.0
0S4BZ6,720.2294950929174,0.07508837972160858,388.8091151423523,1.569491513720303,134.62909058275028,51.80161137104923,146.12663417231903,64.80426802515292,0.8339530518062431,37.66694942729764,3.427500770586909,9.930388512083848,1.2462689270913114
0SIRKX,885.5049445176656,0.0,1342.1783567414557,3.299557601651868,100.54600786870115,300.4142979850687,335.9423706364585,157.91140989831752,0.8416846988805072,0.0,0.0,0.0,0.0
0SP8BA,721.9920316551215,0.2616828407032272,1676.3055046010152,2.2803499163322267,117.01384623460797,317.7098808416698,337.1526777254271,130.88472893577807,0.8717464619995992,43.015213937239004,12.070706172749459,10.368321645948903,1.6135293717156813
0SSX3N,450.2310905717394,0.03494858138064727,331.8297018698047,0.4556119112919364,81.86817425451747,63.72762873096727,98.61322112328367,41.283840122611466,0.5636988691773435,30.62399642366065,5.487255960589751,5.425632343732551,1.2000962687152479
0T0P42,945.4354102639039,0.0,1050.1646933896018,1.9010301634936702,94.51021321207608,325.8560458601172,277.19338389622334,111.86056323447039,0.8732763213578922,0.0,0.0,0.0,0.0
0T21M0,557.2795685554415,0.0,1226.376527335377,0.8721128651114186,146.48626963163557,73.0657720895011,170.3918934482888,89.01454725406734,0.7155941389591051,0.0,0.0,0.0,0.0
0T4TQY,723.8686744986907,0.2620918588329494,1650.0976463605602,2.2427259240696618,116.46704712047135,309.2527344330766,333.9861897785324,131.14289323612758,0.8648338777111394,43.01797591969941,12.045120709859626,10.379260627967334,1.6088077916028105
0TIV3F,680.7569707555693,0.0,1741.3647746806253,2.2740516814227636,92.04707758997988,366.16567231875223,369.52071703701483,131.07216521994977,0.7390878183316019,0.0,0.0,0.0,0.0
0TMZ6J,666.3695363996742,0.0,717.0112668140948,1.7771065866684552,90.92070686332633,218.02141990273967,195.8266217803621,137.04584344398563,0.6742156263910788,0.0,0.0,0.0,0.0
0TNMOW,757.2497883005399,0.0,594.5348393490841,0.9779485856258181,97.78385866144403,152.17200944514477,137.32914426120615,74.73447153954011,0.6753987024142655,0.0,0.0,0.0,0.0
0U68E7,721.1261462219704,0.2604065855951137,1654.716711356468,2.2803639221380507,118.68053081622,318.89116483805793,338.6198458764717,130.16897877027998,0.8816955907612208,42.80860072811772,12.085032486180607,10.358913620204387,1.613662408674612
0U931W,780.0935446165444,0.0,1166.3082241546422,2.91211103159242,105.83773020647716,314.93467852609183,367.22273622215477,170.5803823357483,0.907876245974388,0.0,0.0,0.0,0.0
0UBI44,609.7497038536554,0.14418438425039873,1118.3963746680886,1.2415441185696008,150.91837661383136,162.73173551157444,329.20079538422357,94.10338437735172,0.7508402639289712,37.483156259306824,7.752574728024088,7.402118846779666,1.4354637214625132
0UBTK0,607.2677177030166,0.0,974.89790974962,1.6453968728736617,102.26816729113104,186.31575826140897,240.2555385586327,92.47480411274513,0.7418730247551512,0.0,0.0,0.0,0.0
0UX0XA,574.1817618379697,0.0,744.7910372189766,1.5100455163170974,114.41189841771052,150.48802003616535,179.68696976690146,115.99959195059931,0.6740127855396596,0.0,0.0,0.0,0.0
0VAC7V,664.2867293540256,0.0,1143.7512800159247,1.1952383620994353,144.11497215449404,97.2101312909938,188.38113391163523,105.66802712468503,0.864129739348568,0.0,0.0,0.0,0.0
0VAINX,730.6889175132211,0.0,1138.5267058497009,2.621439309727354,105.89813067986584,124.44370087303973,261.0450370875195,212.9421347465502,0.9486665998213019,0.0,0.0,0.0,0.0
0VAPT6,765.2161378480163,0.2698578813876057,2606.180922518388,3.083572928696177,116.92650896207252,501.8175554748156,512.3443018849523,136.75936353816076,1.0242232018802653,43.969590646063374,11.445725092540354,11.109105945867267,1.6415966500634624
0VDNXB,719.2680002798354,0.0,1379.6811002170514,2.6077528170400828,126.46816357502396,190.91488623040914,372.56680377307026,116.85755855961754,0.8424032157175869,0.0,0.0,0.0,0.0
0VG26P,821.318910963797,0.0,1025.1171087810533,1.6605741457087784,163.28409616488474,86.86312841335666,198.7016340569666,115.88832378981363,0.8025408313315495,0.0,0.0,0.0,0.0
0VGXCD,625.341860788749,0.0,923.4045645130992,1.0981663239503312,95.86374067979925,135.18593716381622,159.59628076623198,107.83095101334433,0.8175146767581727,0.0,0.0,0.0,0.0
0VR5NP,708.2726856765186,0.26977964827526835,2568.644512072408,2.658714757130663,110.26638364281,427.1441227724866,468.6711538269886,131.67130433943578,0.9132693248576139,44.607064306495616,11.820314629295341,10.58589917277379,1.6124917671583576
0VS21P,609.8142275699934,0.12096270524310912,812.5586746083682,0.8621785400166732,131.33998817721138,147.1929771990338,208.8001229029247,67.52377083945845,0.6939730465520698,27.889251737343365,12.17171658052086,8.984942966738739,1.5945358427542922
0X1TQR,730.7314901641241,0.0,1020.464561215157,2.5075320722647425,87.26688897293901,256.9379384648243,307.4078890932673,161.27288808214985,0.7543720469560088,0.0,0.0,0.0,0.0
0X28CD,551.3287879504198,0.0,1872.1662226665362,1.0737977250398734,123.73949872227553,123.3262590035986,223.0428110543089,97.19618892089436,0.8496455399904931,0.0,0.0,0.0,0.0
